"hap","population","a","b","c","d","p","odds","padj"
"D1a1","AEES",0,167,16763,NA,1,0,1
"D1a1","AESP",0,285,16645,NA,1,0,1
"D1a1","ASAF",0,116,16814,NA,1,0,1
"D1a1","ASEA",0,151,16779,NA,1,0,1
"C1a1","AEES",0,167,16763,NA,1,0,1
"C1a1","AESP",0,285,16645,NA,1,0,1
"C1a1","ANEA",0,399,16531,NA,1,0,1
"C1a1","ASAF",0,116,16814,NA,1,0,1
"C1a1","ASEA",0,151,16779,NA,1,0,1
"I2","AEES",0,167,16765,NA,1,0,1
"I2","AESP",0,285,16647,NA,1,0,1
"I2","ANEA",0,399,16533,NA,1,0,1
"I2","ASAF",0,116,16816,NA,1,0,1
"I2","ASEA",0,151,16781,NA,1,0,1
"J","AEES",0,167,16709,NA,1,0,1
"J","ANWC",0,137,16739,NA,1,0,1
"J","ASEA",0,151,16725,NA,1,0,1
"Q1b1a","ASAF",0,116,16756,NA,1,0,1
"Q2","AEES",0,167,16765,NA,1,0,1
"Q2","AESP",0,285,16647,NA,1,0,1
"Q2","ANEA",0,399,16533,NA,1,0,1
"Q2","ASAF",0,116,16816,NA,1,0,1
"Q2","ASEA",0,151,16781,NA,1,0,1
"R2a2b","AEES",0,167,16737,NA,1,0,1
"R2a2b","ANEA",0,399,16505,NA,1,0,1
"R2a2b","ASEA",0,151,16753,NA,1,0,1
"D1a1b","AEES",1,166,16597,NA,1,0.591623077010005,1
"D1a1b","ANWC",1,136,16627,NA,1,0.72342798622934,1
"E1b1b","ASEA",0,151,16732,NA,1,0,1
"J2a1a","ASEA",0,151,16695,NA,1,0,1
"J2a2a","Han_noNWC",4,4771,12146,NA,1,0.848611844514622,1
"J2a2a","ANEA",0,399,16518,NA,1,0,1
"J2a2a","ASEA",0,151,16766,NA,1,0,1
"O1b","Han_noNWC",1,4774,12154,NA,1,0.636460595042614,1
"O1b","AEES",0,167,16761,NA,1,0,1
"O1b","AESP",0,285,16643,NA,1,0,1
"O1b","ANEA",0,399,16529,NA,1,0,1
"O1b","ANWC",0,137,16791,NA,1,0,1
"O1b","ASAF",0,116,16812,NA,1,0,1
"R1b","Han_noNWC",1,4774,12154,NA,1,0.636460595042614,1
"R1b","AEES",0,167,16761,NA,1,0,1
"R1b","AESP",0,285,16643,NA,1,0,1
"R1b","ANEA",0,399,16529,NA,1,0,1
"R1b","ANWC",0,137,16791,NA,1,0,1
"R1b","ASAF",0,116,16812,NA,1,0,1
"N1b1","AESP",0,285,16597,NA,1,0,1
"N1b1","ANWC",0,137,16745,NA,1,0,1
"N1b1","ASAF",0,116,16766,NA,1,0,1
"O1","AEES",0,167,16759,NA,1,0,1
"O1","AESP",0,285,16641,NA,1,0,1
"O1","ANWC",0,137,16789,NA,1,0,1
"O1","ASAF",0,116,16810,NA,1,0,1
"O1","ASEA",0,151,16775,NA,1,0,1
"O2b2a","Han_noNWC",1,4774,12155,NA,1,0.848706941062042,1
"O2b2a","Han_NWCM",3,10900,6029,NA,1,1.65931164896342,1
"O2b2a","AEES",0,167,16762,NA,1,0,1
"O2b2a","AESP",0,285,16644,NA,1,0,1
"O2b2a","ANEA",0,399,16530,NA,1,0,1
"O2b2a","ANWC",0,137,16792,NA,1,0,1
"O2b2a","ASAF",0,116,16813,NA,1,0,1
"O2b2a","ASEA",0,151,16778,NA,1,0,1
"J2b","AEES",0,167,16759,NA,1,0,1
"J2b","AESP",0,285,16641,NA,1,0,1
"J2b","ANEA",0,399,16527,NA,1,0,1
"J2b","ANWC",0,137,16789,NA,1,0,1
"J2b","ASEA",0,151,16775,NA,1,0,1
"Q1a2","AEES",0,167,16765,NA,1,0,1
"Q1a2","AESP",0,285,16647,NA,1,0,1
"Q1a2","ANEA",0,399,16533,NA,1,0,1
"Q1a2","ASAF",0,116,16816,NA,1,0,1
"Q1a2","ASEA",0,151,16781,NA,1,0,1
"G2a","Han_NWCM",4,10899,6028,NA,1,1.10616198730633,1
"G2a","AESP",0,285,16642,NA,1,0,1
"G2a","ANEA",0,399,16528,NA,1,0,1
"G2a","ANWC",0,137,16790,NA,1,0,1
"G2a","ASEA",0,151,16776,NA,1,0,1
"N1a2","AESP",0,285,16629,NA,1,0,1
"N1a2","ANEA",0,399,16515,NA,1,0,1
"N1a2","ANWC",0,137,16777,NA,1,0,1
"N1a2","ASAF",0,116,16798,NA,1,0,1
"N1a2","ASEA",0,151,16763,NA,1,0,1
"Q1b2b","Han_NWCM",6,10897,6027,NA,1,1.10618148526382,1
"Q1b2b","AEES",0,167,16757,NA,1,0,1
"Q1b2b","AESP",0,285,16639,NA,1,0,1
"Q1b2b","ANEA",0,399,16525,NA,1,0,1
"Q1b2b","ASAF",0,116,16808,NA,1,0,1
"Q1b2b","ASEA",0,151,16773,NA,1,0,1
"R","ANEA",0,399,16532,NA,1,0,1
"R","ASAF",0,116,16815,NA,1,0,1
"R","ASEA",0,151,16780,NA,1,0,1
"I1","Han_noNWC",1,4774,12156,NA,1,1.27315685878894,1
"I1","Han_NWCM",2,10901,6029,NA,1,1.10614249651701,1
"I1","AEES",0,167,16763,NA,1,0,1
"I1","AESP",0,285,16645,NA,1,0,1
"I1","ANEA",0,399,16531,NA,1,0,1
"I1","ASAF",0,116,16814,NA,1,0,1
"I1","ASEA",0,151,16779,NA,1,0,1
"L1a1","Han_noNWC",1,4774,12153,NA,1,0.509147754412576,1
"L1a1","AESP",0,285,16642,NA,1,0,1
"L1a1","ANEA",0,399,16528,NA,1,0,1
"L1a1","ANWC",0,137,16790,NA,1,0,1
"L1a1","ASEA",0,151,16776,NA,1,0,1
"C2b1","AEES",0,167,16734,NA,1,0,1
"C2b1","AESP",0,285,16616,NA,1,0,1
"C2b1","ANWC",0,137,16764,NA,1,0,1
"G1","AEES",0,167,16763,NA,1,0,1
"G1","AESP",0,285,16645,NA,1,0,1
"G1","ANEA",0,399,16531,NA,1,0,1
"G1","ASAF",0,116,16814,NA,1,0,1
"G1","ASEA",0,151,16779,NA,1,0,1
"Q2a","Han_noNWC",1,4774,12155,NA,1,0.848706941062042,1
"Q2a","AEES",0,167,16762,NA,1,0,1
"Q2a","AESP",0,285,16644,NA,1,0,1
"Q2a","ANEA",0,399,16530,NA,1,0,1
"Q2a","ASAF",0,116,16813,NA,1,0,1
"Q2a","ASEA",0,151,16778,NA,1,0,1
"O","AEES",0,167,16765,NA,1,0,1
"O","AESP",0,285,16647,NA,1,0,1
"O","ANEA",0,399,16533,NA,1,0,1
"O","ASAF",0,116,16816,NA,1,0,1
"O","ASEA",0,151,16781,NA,1,0,1
"C2a","AESP",0,285,16641,NA,1,0,1
"C2a","ANEA",0,399,16527,NA,1,0,1
"C2a","ANWC",0,137,16789,NA,1,0,1
"C2a","ASAF",0,116,16810,NA,1,0,1
"C2a","ASEA",0,151,16775,NA,1,0,1
"E1b1a","AEES",0,167,16763,NA,1,0,1
"E1b1a","AESP",0,285,16645,NA,1,0,1
"E1b1a","ANEA",0,399,16531,NA,1,0,1
"E1b1a","ASAF",0,116,16814,NA,1,0,1
"E1b1a","ASEA",0,151,16779,NA,1,0,1
"G2a2b","AEES",0,167,16750,NA,1,0,1
"G2a2b","ASEA",0,151,16766,NA,1,0,1
"G2b","Han_noNWC",0,4775,12157,NA,1,0,1
"G2b","Han_NWCM",1,10902,6030,NA,1,Inf,1
"G2b","AEES",0,167,16765,NA,1,0,1
"G2b","AESP",0,285,16647,NA,1,0,1
"G2b","ANEA",0,399,16533,NA,1,0,1
"G2b","ASAF",0,116,16816,NA,1,0,1
"G2b","ASEA",0,151,16781,NA,1,0,1
"J1","AEES",0,167,16762,NA,1,0,1
"J1","AESP",0,285,16644,NA,1,0,1
"J1","ANEA",0,399,16530,NA,1,0,1
"J1","ANWC",0,137,16792,NA,1,0,1
"J1","ASAF",0,116,16813,NA,1,0,1
"J1","ASEA",0,151,16778,NA,1,0,1
"J1a2a","ANEA",0,399,16515,NA,1,0,1
"J1a2a","ASAF",0,116,16798,NA,1,0,1
"J1a2a","ASEA",0,151,16763,NA,1,0,1
"J1a3a","AEES",0,167,16762,NA,1,0,1
"J1a3a","AESP",0,285,16644,NA,1,0,1
"J1a3a","ANEA",0,399,16530,NA,1,0,1
"J1a3a","ANWC",0,137,16792,NA,1,0,1
"J1a3a","ASAF",0,116,16813,NA,1,0,1
"J1a3a","ASEA",0,151,16778,NA,1,0,1
"J2","AEES",0,167,16757,NA,1,0,1
"J2","AESP",0,285,16639,NA,1,0,1
"J2","ANEA",0,399,16525,NA,1,0,1
"J2","ANWC",0,137,16787,NA,1,0,1
"J2","ASAF",0,116,16808,NA,1,0,1
"J2","ASEA",0,151,16773,NA,1,0,1
"J2b2a","AEES",0,167,16753,NA,1,0,1
"L1a1b","Han_NWCM",3,10900,6029,NA,1,1.65931164896342,1
"L1a1b","AEES",0,167,16762,NA,1,0,1
"L1a1b","AESP",0,285,16644,NA,1,0,1
"L1a1b","ANEA",0,399,16530,NA,1,0,1
"L1a1b","ASAF",0,116,16813,NA,1,0,1
"L1a1b","ASEA",0,151,16778,NA,1,0,1
"L1a2","AEES",0,167,16742,NA,1,0,1
"N1a2b","AESP",0,285,16638,NA,1,0,1
"N1a2b","ANWC",0,137,16786,NA,1,0,1
"N1a2b","ASAF",0,116,16807,NA,1,0,1
"N1a2b","ASEA",0,151,16772,NA,1,0,1
"N1a3","AEES",0,167,16713,NA,1,0,1
"N1a3","AESP",0,285,16595,NA,1,0,1
"N1a3","ANWC",0,137,16743,NA,1,0,1
"N1a3","ASAF",0,116,16764,NA,1,0,1
"N1a3","ASEA",0,151,16729,NA,1,0,1
"O1a3","Han_noNWC",0,4775,12156,NA,1,0,1
"O1a3","ANEA",0,399,16532,NA,1,0,1
"O1a3","ASAF",0,116,16815,NA,1,0,1
"O1a3","ASEA",0,151,16780,NA,1,0,1
"O2b1","Han_noNWC",0,4775,12156,NA,1,0,1
"O2b1","ANEA",0,399,16532,NA,1,0,1
"O2b1","ASAF",0,116,16815,NA,1,0,1
"O2b1","ASEA",0,151,16780,NA,1,0,1
"Q1a2a","AEES",0,167,16757,NA,1,0,1
"Q1a2a","ANEA",0,399,16525,NA,1,0,1
"Q1a2a","ASEA",0,151,16773,NA,1,0,1
"Q1b","ASAF",0,116,16807,NA,1,0,1
"Q1b","ASEA",0,151,16772,NA,1,0,1
"Q1b1b","AESP",0,285,16638,NA,1,0,1
"Q1b1b","ASAF",0,116,16807,NA,1,0,1
"Q1b1b","ASEA",0,151,16772,NA,1,0,1
"Q2a1c","AEES",0,167,16762,NA,1,0,1
"Q2a1c","AESP",0,285,16644,NA,1,0,1
"Q2a1c","ANEA",0,399,16530,NA,1,0,1
"Q2a1c","ANWC",0,137,16792,NA,1,0,1
"Q2a1c","ASAF",0,116,16813,NA,1,0,1
"Q2a1c","ASEA",0,151,16778,NA,1,0,1
"Q2b1","Han_noNWC",0,4775,12157,NA,1,0,1
"Q2b1","Han_NWCM",1,10902,6030,NA,1,Inf,1
"Q2b1","AEES",0,167,16765,NA,1,0,1
"Q2b1","AESP",0,285,16647,NA,1,0,1
"Q2b1","ANEA",0,399,16533,NA,1,0,1
"Q2b1","ASAF",0,116,16816,NA,1,0,1
"Q2b1","ASEA",0,151,16781,NA,1,0,1
"R1b2","ANEA",0,399,16507,NA,1,0,1
"R1b2","ASAF",0,116,16790,NA,1,0,1
"R1b2","ASEA",0,151,16755,NA,1,0,1
"R2a2","ANEA",0,399,16528,NA,1,0,1
"R2a2","ANWC",0,137,16790,NA,1,0,1
"R2a2","ASEA",0,151,16776,NA,1,0,1
"R2a2a","AESP",0,285,16640,NA,1,0,1
"R2a2a","ANEA",0,399,16526,NA,1,0,1
"R2a2a","ANWC",0,137,16788,NA,1,0,1
"R2a2a","ASEA",0,151,16774,NA,1,0,1
"T1a1","Han_noNWC",0,4775,12156,NA,1,0,1
"T1a1","ANEA",0,399,16532,NA,1,0,1
"T1a1","ASAF",0,116,16815,NA,1,0,1
"T1a1","ASEA",0,151,16780,NA,1,0,1
"T1a1a","Han_noNWC",0,4775,12156,NA,1,0,1
"T1a1a","ANEA",0,399,16532,NA,1,0,1
"T1a1a","ASAF",0,116,16815,NA,1,0,1
"T1a1a","ASEA",0,151,16780,NA,1,0,1
"O1a","ANWC",0,137,16778,NA,1,0,1
"R2","ANWC",0,137,16786,NA,1,0,1
"R2","ASAF",0,116,16807,NA,1,0,1
"R2","ASEA",0,151,16772,NA,1,0,1
"I2a1b","AEES",0,167,16757,NA,1,0,1
"I2a1b","ANEA",0,399,16525,NA,1,0,1
"I2a1b","ASEA",0,151,16773,NA,1,0,1
"C2a1b","AESP",0,285,16644,NA,1,0,1
"C2a1b","ANEA",0,399,16530,NA,1,0,1
"C2a1b","ANWC",0,137,16792,NA,1,0,1
"C2a1b","ASAF",0,116,16813,NA,1,0,1
"C2a1b","ASEA",0,151,16778,NA,1,0,1
"C2b2","AEES",0,167,16763,NA,1,0,1
"C2b2","AESP",0,285,16645,NA,1,0,1
"C2b2","ANEA",0,399,16531,NA,1,0,1
"C2b2","ASAF",0,116,16814,NA,1,0,1
"C2b2","ASEA",0,151,16779,NA,1,0,1
"D1a2a","AEES",0,167,16761,NA,1,0,1
"D1a2a","AESP",0,285,16643,NA,1,0,1
"D1a2a","ANWC",0,137,16791,NA,1,0,1
"D1a2a","ASAF",0,116,16812,NA,1,0,1
"F2","Han_noNWC",0,4775,12157,NA,1,0,1
"F2","Han_NWCM",1,10902,6030,NA,1,Inf,1
"F2","AEES",0,167,16765,NA,1,0,1
"F2","AESP",0,285,16647,NA,1,0,1
"F2","ANEA",0,399,16533,NA,1,0,1
"F2","ASAF",0,116,16816,NA,1,0,1
"F2","ASEA",0,151,16781,NA,1,0,1
"G1a1a","Han_noNWC",0,4775,12156,NA,1,0,1
"G1a1a","ANEA",0,399,16532,NA,1,0,1
"G1a1a","ASAF",0,116,16815,NA,1,0,1
"G1a1a","ASEA",0,151,16780,NA,1,0,1
"H1a1","AEES",0,167,16762,NA,1,0,1
"H1a1","AESP",0,285,16644,NA,1,0,1
"H1a1","ANEA",0,399,16530,NA,1,0,1
"H1a1","ANWC",0,137,16792,NA,1,0,1
"H1a1","ASEA",0,151,16778,NA,1,0,1
"H1a2b","Han_noNWC",0,4775,12157,NA,1,0,1
"H1a2b","Han_NWCM",1,10902,6030,NA,1,Inf,1
"H1a2b","AEES",0,167,16765,NA,1,0,1
"H1a2b","AESP",0,285,16647,NA,1,0,1
"H1a2b","ANEA",0,399,16533,NA,1,0,1
"H1a2b","ASAF",0,116,16816,NA,1,0,1
"H1a2b","ASEA",0,151,16781,NA,1,0,1
"J1a3","Han_noNWC",0,4775,12157,NA,1,0,1
"J1a3","Han_NWCM",1,10902,6030,NA,1,Inf,1
"J1a3","AEES",0,167,16765,NA,1,0,1
"J1a3","AESP",0,285,16647,NA,1,0,1
"J1a3","ANEA",0,399,16533,NA,1,0,1
"J1a3","ASAF",0,116,16816,NA,1,0,1
"J1a3","ASEA",0,151,16781,NA,1,0,1
"L1","Han_NWCM",3,10900,6029,NA,1,1.65931164896342,1
"L1","AEES",0,167,16762,NA,1,0,1
"L1","AESP",0,285,16644,NA,1,0,1
"L1","ANEA",0,399,16530,NA,1,0,1
"L1","ANWC",0,137,16792,NA,1,0,1
"L1","ASEA",0,151,16778,NA,1,0,1
"N2","AESP",0,285,16641,NA,1,0,1
"N2","ANEA",0,399,16527,NA,1,0,1
"N2","ASAF",0,116,16810,NA,1,0,1
"N2","ASEA",0,151,16775,NA,1,0,1
"Q1b2a","AEES",0,167,16761,NA,1,0,1
"Q1b2a","ANEA",0,399,16529,NA,1,0,1
"Q1b2a","ASAF",0,116,16812,NA,1,0,1
"Q2b","AEES",0,167,16762,NA,1,0,1
"Q2b","AESP",0,285,16644,NA,1,0,1
"Q2b","ANEA",0,399,16530,NA,1,0,1
"Q2b","ANWC",0,137,16792,NA,1,0,1
"Q2b","ASEA",0,151,16778,NA,1,0,1
"R1b2b","AESP",0,285,16639,NA,1,0,1
"R1b2b","ANEA",0,399,16525,NA,1,0,1
"R1b2b","ASAF",0,116,16808,NA,1,0,1
"R1b2b","ASEA",0,151,16773,NA,1,0,1
"R2a","ANEA",0,399,16528,NA,1,0,1
"R2a","ANWC",0,137,16790,NA,1,0,1
"R2a","ASEA",0,151,16776,NA,1,0,1
"H1a1b","Han_noNWC",0,4775,12157,NA,1,0,1
"H1a1b","Han_NWCM",1,10902,6030,NA,1,Inf,1
"H1a1b","AEES",0,167,16765,NA,1,0,1
"H1a1b","AESP",0,285,16647,NA,1,0,1
"H1a1b","ANEA",0,399,16533,NA,1,0,1
"H1a1b","ASAF",0,116,16816,NA,1,0,1
"H1a1b","ASEA",0,151,16781,NA,1,0,1
"J2b2b","Han_noNWC",0,4775,12157,NA,1,0,1
"J2b2b","Han_NWCM",1,10902,6030,NA,1,Inf,1
"J2b2b","AEES",0,167,16765,NA,1,0,1
"J2b2b","AESP",0,285,16647,NA,1,0,1
"J2b2b","ANEA",0,399,16533,NA,1,0,1
"J2b2b","ASAF",0,116,16816,NA,1,0,1
"J2b2b","ASEA",0,151,16781,NA,1,0,1
"C2a1","ASEA",0,151,16776,NA,1,0,1
"Q1","Han_noNWC",0,4775,12156,NA,1,0,1
"Q1","ANEA",0,399,16532,NA,1,0,1
"Q1","ASAF",0,116,16815,NA,1,0,1
"Q1","ASEA",0,151,16780,NA,1,0,1
"J1a","ANEA",0,399,16529,NA,1,0,1
"J1a","ANWC",0,137,16791,NA,1,0,1
"J1a","ASAF",0,116,16812,NA,1,0,1
"N2a","Han_noNWC",0,4775,12156,NA,1,0,1
"N2a","ANEA",0,399,16532,NA,1,0,1
"N2a","ASAF",0,116,16815,NA,1,0,1
"N2a","ASEA",0,151,16780,NA,1,0,1
"No1","ANWC",0,137,16791,NA,1,0,1
"No1","ASAF",0,116,16812,NA,1,0,1
"R1","ANEA",0,399,16526,NA,1,0,1
"R1","ASEA",0,151,16774,NA,1,0,1
"C","ANWC",0,137,16790,NA,1,0,1
"I2a1a","Han_noNWC",0,4775,12157,NA,1,0,1
"I2a1a","AEES",0,167,16765,NA,1,0,1
"I2a1a","ANEA",0,399,16533,NA,1,0,1
"I2a1a","ASAF",0,116,16816,NA,1,0,1
"I2a1a","ASEA",0,151,16781,NA,1,0,1
"D1a2b","Han_noNWC",0,4775,12156,NA,1,0,1
"D1a2b","ANEA",0,399,16532,NA,1,0,1
"D1a2b","ASEA",0,151,16780,NA,1,0,1
"R1b2a","Han_noNWC",0,4775,12157,NA,1,0,1
"R1b2a","AEES",0,167,16765,NA,1,0,1
"R1b2a","ANEA",0,399,16533,NA,1,0,1
"R1b2a","ASAF",0,116,16816,NA,1,0,1
"R1b2a","ASEA",0,151,16781,NA,1,0,1
"K2b2a","AEES",0,167,16754,NA,1,0,1
"K2b2a","ANWC",0,137,16784,NA,1,0,1
"K2b2a","ASEA",0,151,16770,NA,1,0,1
"R1a","AEES",0,167,16763,NA,1,0,1
"R1a","ANEA",0,399,16531,NA,1,0,1
"R1a","ASAF",0,116,16814,NA,1,0,1
"R1a","ASEA",0,151,16779,NA,1,0,1
"G2a1","Han_noNWC",0,4775,12157,NA,1,0,1
"G2a1","AEES",0,167,16765,NA,1,0,1
"G2a1","ANEA",0,399,16533,NA,1,0,1
"G2a1","ASAF",0,116,16816,NA,1,0,1
"G2a1","ASEA",0,151,16781,NA,1,0,1
"No","AEES",0,167,16757,NA,1,0,1
"No","ANEA",0,399,16525,NA,1,0,1
"No","ANWC",0,137,16787,NA,1,0,1
"No","ASEA",0,151,16773,NA,1,0,1
"H1a1a","AEES",0,167,16759,NA,1,0,1
"H1a1a","ANEA",0,399,16527,NA,1,0,1
"H1a1a","ANWC",0,137,16789,NA,1,0,1
"H1a1a","ASEA",0,151,16775,NA,1,0,1
"Q","Han_noNWC",0,4775,12157,NA,1,0,1
"Q","AEES",0,167,16765,NA,1,0,1
"Q","ANEA",0,399,16533,NA,1,0,1
"Q","ASAF",0,116,16816,NA,1,0,1
"Q","ASEA",0,151,16781,NA,1,0,1
"T1","Han_noNWC",0,4775,12157,NA,1,0,1
"T1","AEES",0,167,16765,NA,1,0,1
"T1","ANEA",0,399,16533,NA,1,0,1
"T1","ASAF",0,116,16816,NA,1,0,1
"T1","ASEA",0,151,16781,NA,1,0,1
"G2","Han_noNWC",0,4775,12157,NA,1,0,1
"G2","AEES",0,167,16765,NA,1,0,1
"G2","ANEA",0,399,16533,NA,1,0,1
"G2","ASAF",0,116,16816,NA,1,0,1
"G2","ASEA",0,151,16781,NA,1,0,1
"G2a2a","Han_noNWC",0,4775,12156,NA,1,0,1
"G2a2a","ANEA",0,399,16532,NA,1,0,1
"G2a2a","ASEA",0,151,16780,NA,1,0,1
"J2a","Han_noNWC",0,4775,12157,NA,1,0,1
"J2a","AEES",0,167,16765,NA,1,0,1
"J2a","ANEA",0,399,16533,NA,1,0,1
"J2a","ASAF",0,116,16816,NA,1,0,1
"J2a","ASEA",0,151,16781,NA,1,0,1
"J2a2","Han_noNWC",0,4775,12157,NA,1,0,1
"J2a2","AEES",0,167,16765,NA,1,0,1
"J2a2","ANEA",0,399,16533,NA,1,0,1
"J2a2","ASAF",0,116,16816,NA,1,0,1
"J2a2","ASEA",0,151,16781,NA,1,0,1
"L1a2a","Han_noNWC",0,4775,12157,NA,1,0,1
"L1a2a","AEES",0,167,16765,NA,1,0,1
"L1a2a","ANEA",0,399,16533,NA,1,0,1
"L1a2a","ASAF",0,116,16816,NA,1,0,1
"L1a2a","ASEA",0,151,16781,NA,1,0,1
"D1","AEES",0,167,16763,NA,1,0,1
"D1","AESP",0,285,16645,NA,1,0,1
"D1","ASAF",0,116,16814,NA,1,0,1
"N1","AEES",0,167,16761,NA,1,0,1
"N1","AESP",0,285,16643,NA,1,0,1
"N1","ASAF",0,116,16812,NA,1,0,1
"O2a1","Han_noNWC",0,4775,12157,NA,1,0,1
"O2a1","AEES",0,167,16765,NA,1,0,1
"O2a1","AESP",0,285,16647,NA,1,0,1
"O2a1","ASAF",0,116,16816,NA,1,0,1
"O2a1","ASEA",0,151,16781,NA,1,0,1
"Q2a1","Han_noNWC",0,4775,12156,NA,1,0,1
"Q2a1","ANEA",0,399,16532,NA,1,0,1
"Q2a1","ASAF",0,116,16815,NA,1,0,1
"Q2a1","ASEA",0,151,16780,NA,1,0,1
"H3b2a","Han_noNWC",0,4775,12157,NA,1,0,1
"H3b2a","AEES",0,167,16765,NA,1,0,1
"H3b2a","AESP",0,285,16647,NA,1,0,1
"H3b2a","ANEA",0,399,16533,NA,1,0,1
"H3b2a","ASEA",0,151,16781,NA,1,0,1
"J1a2b","Han_noNWC",0,4775,12157,NA,1,0,1
"J1a2b","AEES",0,167,16765,NA,1,0,1
"J1a2b","AESP",0,285,16647,NA,1,0,1
"J1a2b","ANEA",0,399,16533,NA,1,0,1
"J1a2b","ASEA",0,151,16781,NA,1,0,1
"Q2a1a","Han_noNWC",0,4775,12157,NA,1,0,1
"Q2a1a","AEES",0,167,16765,NA,1,0,1
"Q2a1a","AESP",0,285,16647,NA,1,0,1
"Q2a1a","ANEA",0,399,16533,NA,1,0,1
"Q2a1a","ASEA",0,151,16781,NA,1,0,1
"T1a2a","Han_noNWC",0,4775,12157,NA,1,0,1
"T1a2a","AEES",0,167,16765,NA,1,0,1
"T1a2a","AESP",0,285,16647,NA,1,0,1
"T1a2a","ANEA",0,399,16533,NA,1,0,1
"T1a2a","ASEA",0,151,16781,NA,1,0,1
"J2b2","Han_noNWC",0,4775,12156,NA,1,0,1
"J2b2","ANEA",0,399,16532,NA,1,0,1
"J2b2","ASEA",0,151,16780,NA,1,0,1
"T1a3b","Han_noNWC",0,4775,12156,NA,1,0,1
"T1a3b","ANEA",0,399,16532,NA,1,0,1
"T1a3b","ASEA",0,151,16780,NA,1,0,1
"E1b1","Han_noNWC",0,4775,12157,NA,1,0,1
"E1b1","AEES",0,167,16765,NA,1,0,1
"E1b1","AESP",0,285,16647,NA,1,0,1
"E1b1","ANEA",0,399,16533,NA,1,0,1
"E1b1","ASEA",0,151,16781,NA,1,0,1
"J1b","AEES",0,167,16763,NA,1,0,1
"J1b","AESP",0,285,16645,NA,1,0,1
"J1b","ANEA",0,399,16531,NA,1,0,1
"J1b","ASEA",0,151,16779,NA,1,0,1
"R2b","AEES",0,167,16763,NA,1,0,1
"R2b","AESP",0,285,16645,NA,1,0,1
"R2b","ANEA",0,399,16531,NA,1,0,1
"R2b","ASEA",0,151,16779,NA,1,0,1
"K2a","Han_noNWC",0,4775,12157,NA,1,0,1
"K2a","AEES",0,167,16765,NA,1,0,1
"K2a","AESP",0,285,16647,NA,1,0,1
"K2a","ANEA",0,399,16533,NA,1,0,1
"K2a","ASAF",0,116,16816,NA,1,0,1
"C2","ASEA",0,151,16769,NA,1,0,1
"O1a2","ANWC",0,137,16793,NA,1,0,1
"O1a2a","ASEA",0,151,16769,NA,1,0,1
"D1a1","ANWC",0,137,16793,NA,1,0,1
"C1a1","ANWC",0,137,16793,NA,1,0,1
"I2","ANWC",0,137,16795,NA,1,0,1
"Q2","ANWC",0,137,16795,NA,1,0,1
"Q1a2","ANWC",0,137,16795,NA,1,0,1
"I1","ANWC",0,137,16793,NA,1,0,1
"G1","ANWC",0,137,16793,NA,1,0,1
"O","ANWC",0,137,16795,NA,1,0,1
"E1b1a","ANWC",0,137,16793,NA,1,0,1
"G2b","ANWC",0,137,16795,NA,1,0,1
"J2b2a","ASEA",0,151,16769,NA,1,0,1
"Q2b1","ANWC",0,137,16795,NA,1,0,1
"C2b2","ANWC",0,137,16793,NA,1,0,1
"F2","ANWC",0,137,16795,NA,1,0,1
"H1a2b","ANWC",0,137,16795,NA,1,0,1
"J1a3","ANWC",0,137,16795,NA,1,0,1
"H1a1b","ANWC",0,137,16795,NA,1,0,1
"J2b2b","ANWC",0,137,16795,NA,1,0,1
"I2a1a","ANWC",0,137,16795,NA,1,0,1
"R1b2a","ANWC",0,137,16795,NA,1,0,1
"R1a","ANWC",0,137,16793,NA,1,0,1
"G2a1","ANWC",0,137,16795,NA,1,0,1
"Q","ANWC",0,137,16795,NA,1,0,1
"T1","ANWC",0,137,16795,NA,1,0,1
"G2","ANWC",0,137,16795,NA,1,0,1
"J2a","ANWC",0,137,16795,NA,1,0,1
"J2a2","ANWC",0,137,16795,NA,1,0,1
"L1a2a","ANWC",0,137,16795,NA,1,0,1
"D1","ANWC",0,137,16793,NA,1,0,1
"O2a1","ANWC",0,137,16795,NA,1,0,1
"H3b2a","ANWC",0,137,16795,NA,1,0,1
"J1a2b","ANWC",0,137,16795,NA,1,0,1
"Q2a1a","ANWC",0,137,16795,NA,1,0,1
"T1a2a","ANWC",0,137,16795,NA,1,0,1
"E1b1","ANWC",0,137,16795,NA,1,0,1
"J1b","ANWC",0,137,16793,NA,1,0,1
"R2b","ANWC",0,137,16793,NA,1,0,1
"K2a","ANWC",0,137,16795,NA,1,0,1
